Generation,Candidate,Fitness
11,"6,4,6","0.03720000000000001,312.55859375"
11,"8,5,8","0.03520000000000001,391.19140625"
11,"6,5,6","0.035599999999999965,389.21875"
11,"6,3,6","0.05279999999999996,235.8984375"
11,"5,4,5","0.03979999999999995,311.572265625"
11,"7,3,3","0.13780000000000003,232.939453125"
11,"5,2,7","0.5936,160.224609375"
11,"8,3,4","0.06979999999999997,233.92578125"
11,"6,2,6","0.6018,159.23828125"
11,"6,5,6","0.035599999999999965,389.21875"
11,"5,2,3","0.6739999999999999,156.279296875"
11,"5,2,3","0.6739999999999999,156.279296875"
11,"5,2,4","0.6402,157.265625"
11,"5,2,4","0.6402,157.265625"
11,"5,2,5","0.6122000000000001,158.251953125"
11,"6,3,6","0.05279999999999996,235.8984375"
11,"5,4,5","0.03979999999999995,311.572265625"
11,"5,2,5","0.6122000000000001,158.251953125"
11,"8,3,5","0.059799999999999964,234.912109375"
11,"8,3,5","0.059799999999999964,234.912109375"
11,"5,2,2","0.8926000000000001,155.29296875"
11,"6,4,6","0.03720000000000001,312.55859375"
11,"5,6,6","0.03420000000000001,465.87890625"
11,"2,1,1","0.8992,77.646484375"
11,"5,2,4","0.6402,157.265625"
11,"5,2,2","0.8926000000000001,155.29296875"
11,"6,4,6","0.03720000000000001,312.55859375"
11,"5,6,6","0.03420000000000001,465.87890625"
11,"3,1,1","0.8992,77.646484375"
11,"5,2,2","0.8926000000000001,155.29296875"
11,"4,1,1","0.8992,77.646484375"
11,"6,1,1","0.8992,77.646484375"
11,"2,1,1","0.8992,77.646484375"
11,"3,1,1","0.8992,77.646484375"
11,"3,1,1","0.8992,77.646484375"
11,"6,1,1","0.8992,77.646484375"
11,"2,1,1","0.8992,77.646484375"
11,"3,1,1","0.8992,77.646484375"
11,"3,1,1","0.8992,77.646484375"
11,"3,1,1","0.8992,77.646484375"
11,"6,1,1","0.8992,77.646484375"
11,"6,1,1","0.8992,77.646484375"
11,"4,1,1","0.8992,77.646484375"
11,"2,1,1","0.8992,77.646484375"
11,"2,1,1","0.8992,77.646484375"
12,"4,1,1","0.8992,77.646484375"
12,"5,6,6","0.03420000000000001,465.87890625"
12,"5,6,6","0.03420000000000001,465.87890625"
12,"2,1,1","0.8992,77.646484375"
12,"4,1,8","0.8886000000000001,84.55078125"
12,"6,4,6","0.03720000000000001,312.55859375"
12,"8,5,8","0.03520000000000001,391.19140625"
12,"6,5,6","0.035599999999999965,389.21875"
12,"6,3,6","0.05279999999999996,235.8984375"
12,"5,4,5","0.03979999999999995,311.572265625"
12,"7,3,3","0.13780000000000003,232.939453125"
12,"5,2,7","0.5936,160.224609375"
12,"5,2,3","0.6739999999999999,156.279296875"
12,"8,3,4","0.06979999999999997,233.92578125"
12,"6,2,6","0.6018,159.23828125"
12,"6,5,6","0.035599999999999965,389.21875"
12,"5,2,3","0.6739999999999999,156.279296875"
12,"5,2,4","0.6402,157.265625"
12,"5,2,4","0.6402,157.265625"
12,"5,2,5","0.6122000000000001,158.251953125"
12,"6,3,6","0.05279999999999996,235.8984375"
12,"5,4,5","0.03979999999999995,311.572265625"
12,"5,2,5","0.6122000000000001,158.251953125"
12,"8,3,5","0.059799999999999964,234.912109375"
12,"8,3,5","0.059799999999999964,234.912109375"
12,"6,4,6","0.03720000000000001,312.55859375"
12,"5,6,6","0.03420000000000001,465.87890625"
12,"2,1,1","0.8992,77.646484375"
12,"6,5,6","0.035599999999999965,389.21875"
12,"5,2,3","0.6739999999999999,156.279296875"
12,"5,2,4","0.6402,157.265625"
12,"6,4,6","0.03720000000000001,312.55859375"
12,"5,6,6","0.03420000000000001,465.87890625"
12,"2,1,1","0.8992,77.646484375"
12,"5,2,4","0.6402,157.265625"
12,"6,4,6","0.03720000000000001,312.55859375"
12,"3,1,1","0.8992,77.646484375"
12,"4,1,1","0.8992,77.646484375"
12,"6,1,1","0.8992,77.646484375"
12,"2,1,1","0.8992,77.646484375"
12,"3,1,1","0.8992,77.646484375"
12,"3,1,1","0.8992,77.646484375"
12,"6,1,1","0.8992,77.646484375"
12,"2,1,1","0.8992,77.646484375"
12,"3,1,1","0.8992,77.646484375"
12,"3,1,1","0.8992,77.646484375"
12,"3,1,1","0.8992,77.646484375"
12,"6,1,1","0.8992,77.646484375"
12,"6,1,1","0.8992,77.646484375"
12,"4,1,1","0.8992,77.646484375"
13,"4,1,1","0.8992,77.646484375"
13,"5,6,6","0.03420000000000001,465.87890625"
13,"5,6,6","0.03420000000000001,465.87890625"
13,"4,1,1","0.8992,77.646484375"
13,"4,1,8","0.8886000000000001,84.55078125"
13,"6,4,6","0.03720000000000001,312.55859375"
13,"8,5,8","0.03520000000000001,391.19140625"
13,"6,5,6","0.035599999999999965,389.21875"
13,"6,3,6","0.05279999999999996,235.8984375"
13,"5,4,5","0.03979999999999995,311.572265625"
13,"7,3,3","0.13780000000000003,232.939453125"
13,"5,2,7","0.5936,160.224609375"
13,"5,2,3","0.6739999999999999,156.279296875"
13,"8,3,4","0.06979999999999997,233.92578125"
13,"6,2,6","0.6018,159.23828125"
13,"6,5,6","0.035599999999999965,389.21875"
13,"5,2,3","0.6739999999999999,156.279296875"
13,"5,2,4","0.6402,157.265625"
13,"5,2,4","0.6402,157.265625"
13,"5,2,5","0.6122000000000001,158.251953125"
13,"6,3,6","0.05279999999999996,235.8984375"
13,"5,4,5","0.03979999999999995,311.572265625"
13,"5,2,5","0.6122000000000001,158.251953125"
13,"8,3,5","0.059799999999999964,234.912109375"
13,"8,3,5","0.059799999999999964,234.912109375"
13,"6,4,6","0.03720000000000001,312.55859375"
13,"5,6,6","0.03420000000000001,465.87890625"
13,"2,1,1","0.8992,77.646484375"
13,"6,5,6","0.035599999999999965,389.21875"
13,"5,2,3","0.6739999999999999,156.279296875"
13,"5,2,4","0.6402,157.265625"
13,"5,4,5","0.03979999999999995,311.572265625"
13,"6,4,6","0.03720000000000001,312.55859375"
13,"5,6,6","0.03420000000000001,465.87890625"
13,"2,1,1","0.8992,77.646484375"
13,"6,5,6","0.035599999999999965,389.21875"
13,"5,2,4","0.6402,157.265625"
13,"6,4,6","0.03720000000000001,312.55859375"
13,"5,6,6","0.03420000000000001,465.87890625"
13,"2,1,1","0.8992,77.646484375"
13,"5,2,4","0.6402,157.265625"
13,"3,1,1","0.8992,77.646484375"
13,"4,1,1","0.8992,77.646484375"
13,"6,1,1","0.8992,77.646484375"
13,"2,1,1","0.8992,77.646484375"
13,"3,1,1","0.8992,77.646484375"
13,"3,1,1","0.8992,77.646484375"
13,"6,1,1","0.8992,77.646484375"
13,"2,1,1","0.8992,77.646484375"
13,"3,1,1","0.8992,77.646484375"
14,"4,1,1","0.8992,77.646484375"
14,"5,7,6","0.03359999999999996,542.5390625"
14,"4,1,1","0.8992,77.646484375"
14,"4,1,8","0.8886000000000001,84.55078125"
14,"6,4,6","0.03720000000000001,312.55859375"
14,"8,5,8","0.03520000000000001,391.19140625"
14,"5,6,6","0.03420000000000001,465.87890625"
14,"6,5,6","0.035599999999999965,389.21875"
14,"6,3,6","0.05279999999999996,235.8984375"
14,"5,4,5","0.03979999999999995,311.572265625"
14,"5,6,6","0.03420000000000001,465.87890625"
14,"7,3,3","0.13780000000000003,232.939453125"
14,"5,2,7","0.5936,160.224609375"
14,"5,2,3","0.6739999999999999,156.279296875"
14,"8,3,4","0.06979999999999997,233.92578125"
14,"6,5,6","0.035599999999999965,389.21875"
14,"5,2,3","0.6739999999999999,156.279296875"
14,"5,2,4","0.6402,157.265625"
14,"5,2,4","0.6402,157.265625"
14,"5,2,5","0.6122000000000001,158.251953125"
14,"6,3,6","0.05279999999999996,235.8984375"
14,"5,4,5","0.03979999999999995,311.572265625"
14,"5,2,5","0.6122000000000001,158.251953125"
14,"6,2,6","0.6018,159.23828125"
14,"8,3,5","0.059799999999999964,234.912109375"
14,"6,2,6","0.6018,159.23828125"
14,"8,3,5","0.059799999999999964,234.912109375"
14,"6,4,6","0.03720000000000001,312.55859375"
14,"5,6,6","0.03420000000000001,465.87890625"
14,"4,1,1","0.8992,77.646484375"
14,"6,5,6","0.035599999999999965,389.21875"
14,"5,2,3","0.6739999999999999,156.279296875"
14,"5,2,4","0.6402,157.265625"
14,"5,4,5","0.03979999999999995,311.572265625"
14,"6,4,6","0.03720000000000001,312.55859375"
14,"5,6,6","0.03420000000000001,465.87890625"
14,"2,1,1","0.8992,77.646484375"
14,"6,5,6","0.035599999999999965,389.21875"
14,"5,2,4","0.6402,157.265625"
14,"6,4,6","0.03720000000000001,312.55859375"
14,"5,6,6","0.03420000000000001,465.87890625"
14,"2,1,1","0.8992,77.646484375"
14,"6,5,6","0.035599999999999965,389.21875"
14,"5,2,4","0.6402,157.265625"
14,"6,4,6","0.03720000000000001,312.55859375"
14,"5,6,6","0.03420000000000001,465.87890625"
14,"2,1,1","0.8992,77.646484375"
14,"3,1,1","0.8992,77.646484375"
14,"4,1,1","0.8992,77.646484375"
14,"6,1,1","0.8992,77.646484375"
15,"4,1,1","0.8992,77.646484375"
15,"5,7,6","0.03359999999999996,542.5390625"
15,"4,1,1","0.8992,77.646484375"
15,"4,1,8","0.8886000000000001,84.55078125"
15,"6,4,6","0.03720000000000001,312.55859375"
15,"8,5,8","0.03520000000000001,391.19140625"
15,"5,6,6","0.03420000000000001,465.87890625"
15,"6,5,6","0.035599999999999965,389.21875"
15,"6,3,6","0.05279999999999996,235.8984375"
15,"5,4,5","0.03979999999999995,311.572265625"
15,"5,6,6","0.03420000000000001,465.87890625"
15,"7,3,3","0.13780000000000003,232.939453125"
15,"5,2,7","0.5936,160.224609375"
15,"5,2,3","0.6739999999999999,156.279296875"
15,"8,3,4","0.06979999999999997,233.92578125"
15,"5,2,6","0.5976,159.23828125"
15,"6,5,6","0.035599999999999965,389.21875"
15,"5,2,7","0.5936,160.224609375"
15,"5,2,3","0.6739999999999999,156.279296875"
15,"5,2,4","0.6402,157.265625"
15,"5,2,4","0.6402,157.265625"
15,"5,2,5","0.6122000000000001,158.251953125"
15,"5,2,5","0.6122000000000001,158.251953125"
15,"6,3,6","0.05279999999999996,235.8984375"
15,"5,4,5","0.03979999999999995,311.572265625"
15,"8,3,5","0.059799999999999964,234.912109375"
15,"8,3,5","0.059799999999999964,234.912109375"
15,"6,4,6","0.03720000000000001,312.55859375"
15,"4,1,1","0.8992,77.646484375"
15,"5,6,6","0.03420000000000001,465.87890625"
15,"6,5,6","0.035599999999999965,389.21875"
15,"5,2,3","0.6739999999999999,156.279296875"
15,"5,2,4","0.6402,157.265625"
15,"5,4,5","0.03979999999999995,311.572265625"
15,"5,2,5","0.6122000000000001,158.251953125"
15,"6,4,6","0.03720000000000001,312.55859375"
15,"5,6,6","0.03420000000000001,465.87890625"
15,"4,1,1","0.8992,77.646484375"
15,"6,5,6","0.035599999999999965,389.21875"
15,"5,2,4","0.6402,157.265625"
15,"5,4,5","0.03979999999999995,311.572265625"
15,"6,4,6","0.03720000000000001,312.55859375"
15,"5,6,6","0.03420000000000001,465.87890625"
15,"2,1,1","0.8992,77.646484375"
15,"6,5,6","0.035599999999999965,389.21875"
15,"5,2,4","0.6402,157.265625"
15,"6,4,6","0.03720000000000001,312.55859375"
15,"5,6,6","0.03420000000000001,465.87890625"
15,"2,1,1","0.8992,77.646484375"
15,"6,5,6","0.035599999999999965,389.21875"
16,"4,1,1","0.8992,77.646484375"
16,"5,7,6","0.03359999999999996,542.5390625"
16,"5,7,6","0.03359999999999996,542.5390625"
16,"6,1,1","0.8992,77.646484375"
16,"4,1,8","0.8886000000000001,84.55078125"
16,"6,4,6","0.03720000000000001,312.55859375"
16,"8,5,8","0.03520000000000001,391.19140625"
16,"5,6,6","0.03420000000000001,465.87890625"
16,"6,5,6","0.035599999999999965,389.21875"
16,"6,3,6","0.05279999999999996,235.8984375"
16,"5,4,5","0.03979999999999995,311.572265625"
16,"5,6,6","0.03420000000000001,465.87890625"
16,"7,3,3","0.13780000000000003,232.939453125"
16,"5,2,7","0.5936,160.224609375"
16,"5,2,3","0.6739999999999999,156.279296875"
16,"8,3,4","0.06979999999999997,233.92578125"
16,"6,5,6","0.035599999999999965,389.21875"
16,"5,2,7","0.5936,160.224609375"
16,"5,2,3","0.6739999999999999,156.279296875"
16,"5,2,4","0.6402,157.265625"
16,"5,2,4","0.6402,157.265625"
16,"5,2,5","0.6122000000000001,158.251953125"
16,"5,2,5","0.6122000000000001,158.251953125"
16,"5,2,6","0.5976,159.23828125"
16,"6,3,6","0.05279999999999996,235.8984375"
16,"5,4,5","0.03979999999999995,311.572265625"
16,"8,3,5","0.059799999999999964,234.912109375"
16,"8,3,5","0.059799999999999964,234.912109375"
16,"5,2,6","0.5976,159.23828125"
16,"6,4,6","0.03720000000000001,312.55859375"
16,"4,1,1","0.8992,77.646484375"
16,"5,6,6","0.03420000000000001,465.87890625"
16,"6,5,6","0.035599999999999965,389.21875"
16,"5,2,3","0.6739999999999999,156.279296875"
16,"5,2,4","0.6402,157.265625"
16,"5,2,5","0.6122000000000001,158.251953125"
16,"5,4,5","0.03979999999999995,311.572265625"
16,"6,4,6","0.03720000000000001,312.55859375"
16,"4,1,1","0.8992,77.646484375"
16,"5,6,6","0.03420000000000001,465.87890625"
16,"6,5,6","0.035599999999999965,389.21875"
16,"5,2,3","0.6739999999999999,156.279296875"
16,"5,4,5","0.03979999999999995,311.572265625"
16,"5,2,5","0.6122000000000001,158.251953125"
16,"6,4,6","0.03720000000000001,312.55859375"
16,"5,6,6","0.03420000000000001,465.87890625"
16,"4,1,1","0.8992,77.646484375"
16,"6,5,6","0.035599999999999965,389.21875"
16,"5,2,4","0.6402,157.265625"
16,"5,4,5","0.03979999999999995,311.572265625"
17,"4,1,1","0.8992,77.646484375"
17,"5,7,6","0.03359999999999996,542.5390625"
17,"5,7,6","0.03359999999999996,542.5390625"
17,"4,1,1","0.8992,77.646484375"
17,"4,1,8","0.8886000000000001,84.55078125"
17,"6,4,6","0.03720000000000001,312.55859375"
17,"8,5,8","0.03520000000000001,391.19140625"
17,"5,6,6","0.03420000000000001,465.87890625"
17,"6,5,6","0.035599999999999965,389.21875"
17,"6,3,6","0.05279999999999996,235.8984375"
17,"5,4,5","0.03979999999999995,311.572265625"
17,"5,6,6","0.03420000000000001,465.87890625"
17,"7,3,3","0.13780000000000003,232.939453125"
17,"5,2,7","0.5936,160.224609375"
17,"5,2,3","0.6739999999999999,156.279296875"
17,"8,3,4","0.06979999999999997,233.92578125"
17,"6,5,6","0.035599999999999965,389.21875"
17,"5,2,7","0.5936,160.224609375"
17,"5,2,3","0.6739999999999999,156.279296875"
17,"5,2,4","0.6402,157.265625"
17,"5,2,4","0.6402,157.265625"
17,"5,2,5","0.6122000000000001,158.251953125"
17,"5,2,5","0.6122000000000001,158.251953125"
17,"5,2,6","0.5976,159.23828125"
17,"6,3,6","0.05279999999999996,235.8984375"
17,"5,4,5","0.03979999999999995,311.572265625"
17,"8,3,5","0.059799999999999964,234.912109375"
17,"8,3,5","0.059799999999999964,234.912109375"
17,"5,2,6","0.5976,159.23828125"
17,"6,4,6","0.03720000000000001,312.55859375"
17,"5,7,6","0.03359999999999996,542.5390625"
17,"6,1,1","0.8992,77.646484375"
17,"5,6,6","0.03420000000000001,465.87890625"
17,"6,5,6","0.035599999999999965,389.21875"
17,"5,2,3","0.6739999999999999,156.279296875"
17,"5,2,4","0.6402,157.265625"
17,"5,2,5","0.6122000000000001,158.251953125"
17,"5,4,5","0.03979999999999995,311.572265625"
17,"6,4,6","0.03720000000000001,312.55859375"
17,"4,1,1","0.8992,77.646484375"
17,"5,6,6","0.03420000000000001,465.87890625"
17,"6,5,6","0.035599999999999965,389.21875"
17,"5,2,3","0.6739999999999999,156.279296875"
17,"5,2,4","0.6402,157.265625"
17,"5,2,5","0.6122000000000001,158.251953125"
17,"5,4,5","0.03979999999999995,311.572265625"
17,"6,4,6","0.03720000000000001,312.55859375"
17,"4,1,1","0.8992,77.646484375"
17,"5,6,6","0.03420000000000001,465.87890625"
17,"6,5,6","0.035599999999999965,389.21875"
18,"4,1,1","0.8992,77.646484375"
18,"5,7,6","0.03359999999999996,542.5390625"
18,"5,7,6","0.03359999999999996,542.5390625"
18,"5,1,1","0.8992,77.646484375"
18,"6,4,6","0.03720000000000001,312.55859375"
18,"8,5,8","0.03520000000000001,391.19140625"
18,"5,6,6","0.03420000000000001,465.87890625"
18,"6,5,6","0.035599999999999965,389.21875"
18,"6,3,6","0.05279999999999996,235.8984375"
18,"5,4,5","0.03979999999999995,311.572265625"
18,"5,6,6","0.03420000000000001,465.87890625"
18,"7,3,3","0.13780000000000003,232.939453125"
18,"5,2,7","0.5936,160.224609375"
18,"5,2,3","0.6739999999999999,156.279296875"
18,"8,1,8","0.8886000000000001,84.55078125"
18,"4,1,8","0.8886000000000001,84.55078125"
18,"8,3,4","0.06979999999999997,233.92578125"
18,"6,5,6","0.035599999999999965,389.21875"
18,"5,2,7","0.5936,160.224609375"
18,"5,2,3","0.6739999999999999,156.279296875"
18,"5,2,4","0.6402,157.265625"
18,"5,2,4","0.6402,157.265625"
18,"5,2,5","0.6122000000000001,158.251953125"
18,"5,2,5","0.6122000000000001,158.251953125"
18,"5,2,6","0.5976,159.23828125"
18,"6,3,6","0.05279999999999996,235.8984375"
18,"5,4,5","0.03979999999999995,311.572265625"
18,"8,3,5","0.059799999999999964,234.912109375"
18,"8,3,5","0.059799999999999964,234.912109375"
18,"5,2,6","0.5976,159.23828125"
18,"6,4,6","0.03720000000000001,312.55859375"
18,"5,7,6","0.03359999999999996,542.5390625"
18,"4,1,1","0.8992,77.646484375"
18,"5,6,6","0.03420000000000001,465.87890625"
18,"6,5,6","0.035599999999999965,389.21875"
18,"5,2,7","0.5936,160.224609375"
18,"5,2,3","0.6739999999999999,156.279296875"
18,"5,2,4","0.6402,157.265625"
18,"5,2,5","0.6122000000000001,158.251953125"
18,"6,3,6","0.05279999999999996,235.8984375"
18,"5,4,5","0.03979999999999995,311.572265625"
18,"6,4,6","0.03720000000000001,312.55859375"
18,"6,1,1","0.8992,77.646484375"
18,"5,6,6","0.03420000000000001,465.87890625"
18,"6,5,6","0.035599999999999965,389.21875"
18,"5,2,3","0.6739999999999999,156.279296875"
18,"5,2,4","0.6402,157.265625"
18,"5,2,5","0.6122000000000001,158.251953125"
18,"5,4,5","0.03979999999999995,311.572265625"
18,"6,4,6","0.03720000000000001,312.55859375"
19,"4,1,1","0.8992,77.646484375"
19,"5,7,6","0.03359999999999996,542.5390625"
19,"5,1,1","0.8992,77.646484375"
19,"6,4,6","0.03720000000000001,312.55859375"
19,"8,5,8","0.03520000000000001,391.19140625"
19,"5,6,6","0.03420000000000001,465.87890625"
19,"6,5,6","0.035599999999999965,389.21875"
19,"6,3,6","0.05279999999999996,235.8984375"
19,"5,4,5","0.03979999999999995,311.572265625"
19,"5,6,6","0.03420000000000001,465.87890625"
19,"7,3,3","0.13780000000000003,232.939453125"
19,"5,2,7","0.5936,160.224609375"
19,"5,2,3","0.6739999999999999,156.279296875"
19,"4,1,8","0.8886000000000001,84.55078125"
19,"8,1,8","0.8886000000000001,84.55078125"
19,"8,3,4","0.06979999999999997,233.92578125"
19,"6,5,6","0.035599999999999965,389.21875"
19,"5,2,7","0.5936,160.224609375"
19,"5,2,3","0.6739999999999999,156.279296875"
19,"5,2,4","0.6402,157.265625"
19,"5,2,4","0.6402,157.265625"
19,"5,2,5","0.6122000000000001,158.251953125"
19,"5,2,5","0.6122000000000001,158.251953125"
19,"5,2,6","0.5976,159.23828125"
19,"6,3,6","0.05279999999999996,235.8984375"
19,"5,4,5","0.03979999999999995,311.572265625"
19,"8,3,5","0.059799999999999964,234.912109375"
19,"8,3,5","0.059799999999999964,234.912109375"
19,"5,2,6","0.5976,159.23828125"
19,"6,4,6","0.03720000000000001,312.55859375"
19,"5,7,6","0.03359999999999996,542.5390625"
19,"5,1,1","0.8992,77.646484375"
19,"5,6,6","0.03420000000000001,465.87890625"
19,"6,5,6","0.035599999999999965,389.21875"
19,"5,2,7","0.5936,160.224609375"
19,"5,2,3","0.6739999999999999,156.279296875"
19,"5,2,4","0.6402,157.265625"
19,"5,2,5","0.6122000000000001,158.251953125"
19,"6,3,6","0.05279999999999996,235.8984375"
19,"5,4,5","0.03979999999999995,311.572265625"
19,"5,2,6","0.5976,159.23828125"
19,"6,4,6","0.03720000000000001,312.55859375"
19,"5,7,6","0.03359999999999996,542.5390625"
19,"4,1,1","0.8992,77.646484375"
19,"5,6,6","0.03420000000000001,465.87890625"
19,"6,5,6","0.035599999999999965,389.21875"
19,"5,2,3","0.6739999999999999,156.279296875"
19,"5,2,4","0.6402,157.265625"
19,"5,2,5","0.6122000000000001,158.251953125"
19,"6,3,6","0.05279999999999996,235.8984375"
20,"4,1,1","0.8992,77.646484375"
20,"5,7,6","0.03359999999999996,542.5390625"
20,"5,7,6","0.03359999999999996,542.5390625"
20,"4,1,1","0.8992,77.646484375"
20,"6,4,6","0.03720000000000001,312.55859375"
20,"8,5,8","0.03520000000000001,391.19140625"
20,"5,6,6","0.03420000000000001,465.87890625"
20,"6,5,6","0.035599999999999965,389.21875"
20,"6,3,6","0.05279999999999996,235.8984375"
20,"5,4,5","0.03979999999999995,311.572265625"
20,"5,6,6","0.03420000000000001,465.87890625"
20,"7,3,3","0.13780000000000003,232.939453125"
20,"5,2,7","0.5936,160.224609375"
20,"5,2,3","0.6739999999999999,156.279296875"
20,"8,1,8","0.8886000000000001,84.55078125"
20,"4,1,8","0.8886000000000001,84.55078125"
20,"8,3,4","0.06979999999999997,233.92578125"
20,"6,5,6","0.035599999999999965,389.21875"
20,"5,2,7","0.5936,160.224609375"
20,"5,2,3","0.6739999999999999,156.279296875"
20,"5,2,4","0.6402,157.265625"
20,"5,2,4","0.6402,157.265625"
20,"5,2,5","0.6122000000000001,158.251953125"
20,"5,2,5","0.6122000000000001,158.251953125"
20,"5,2,6","0.5976,159.23828125"
20,"6,3,6","0.05279999999999996,235.8984375"
20,"5,4,5","0.03979999999999995,311.572265625"
20,"8,3,5","0.059799999999999964,234.912109375"
20,"8,3,5","0.059799999999999964,234.912109375"
20,"5,2,6","0.5976,159.23828125"
20,"6,4,6","0.03720000000000001,312.55859375"
20,"5,1,1","0.8992,77.646484375"
20,"5,6,6","0.03420000000000001,465.87890625"
20,"6,5,6","0.035599999999999965,389.21875"
20,"5,2,7","0.5936,160.224609375"
20,"5,2,3","0.6739999999999999,156.279296875"
20,"5,2,4","0.6402,157.265625"
20,"5,2,5","0.6122000000000001,158.251953125"
20,"6,3,6","0.05279999999999996,235.8984375"
20,"5,4,5","0.03979999999999995,311.572265625"
20,"5,2,6","0.5976,159.23828125"
20,"6,4,6","0.03720000000000001,312.55859375"
20,"5,7,6","0.03359999999999996,542.5390625"
20,"5,1,1","0.8992,77.646484375"
20,"5,6,6","0.03420000000000001,465.87890625"
20,"6,5,6","0.035599999999999965,389.21875"
20,"5,2,3","0.6739999999999999,156.279296875"
20,"5,2,4","0.6402,157.265625"
20,"5,2,5","0.6122000000000001,158.251953125"
20,"6,3,6","0.05279999999999996,235.8984375"
